state_name,month_of_crash,timestamp_of_crash,latitude,longitude,route_signing_name,first_harmful_event_name,number_of_fatalities,number_of_drunk_drivers,age,sex,person_type_name,police_reported_alcohol_involvement,police_reported_drug_involvement,non_motorist_safety_equipment_use
West Virginia,3,2016-03-29 20:20:00 UTC,39.28964722,-80.34558611,Local Street – Municipality,Pedestrian,1,0,0,Female,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),None Used
West Virginia,3,2016-03-29 20:20:00 UTC,39.28964722,-80.34558611,Local Street – Municipality,Pedestrian,1,0,0,Female,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
West Virginia,3,2016-03-29 20:20:00 UTC,39.28964722,-80.34558611,Local Street – Municipality,Pedestrian,1,0,0,Female,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Montana,11,2016-11-24 16:10:00 UTC,47.60824167,-114.11027222,Local Street – Township,Pedalcyclist,1,0,3,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Idaho,6,2016-06-14 21:25:00 UTC,43.19787222,-112.35102222,Local Street – Municipality,Building,1,1,92,Male,Persons In/On Buildings (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Nebraska,3,2016-03-20 09:25:00 UTC,42.14806111,-96.44453056,State Highway,Pedestrian,1,0,42,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),"Reflective Clothing (Jacket, Backpack, etc.)"
Maine,12,2016-12-07 17:26:00 UTC,47.35606944,-68.32776111,U.S. Highway,Pedestrian,1,0,88,Male,Pedestrian,Not Reported,Not Reported,None Used
West Virginia,4,2016-04-30 03:20:00 UTC,38.08803056,-81.05545833,U.S. Highway,Pedestrian,1,0,26,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
Maine,7,2016-07-04 11:53:00 UTC,43.69549722,-70.78903056,State Highway,Pedestrian,1,0,48,Male,Pedestrian,Not Reported,Not Reported,Not Reported
South Dakota,2,2016-02-25 18:15:00 UTC,44.12568611,-103.18444167,County Road,Pedestrian,1,0,2,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Dakota,2,2016-02-25 18:15:00 UTC,44.12568611,-103.18444167,County Road,Pedestrian,1,0,2,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Delaware,4,2016-04-27 14:55:00 UTC,39.68231111,-75.58856111,U.S. Highway,Pedestrian,1,0,14,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Montana,3,2016-03-03 21:12:00 UTC,48.12501111,-105.19930556,Local Street – Township,Pedestrian,1,1,21,Male,Pedestrian,Yes (Alcohol Involved),Unknown (Police Reported),Not Reported
Idaho,5,2016-05-18 08:30:00 UTC,42.41780278,-114.37235,Local Street – Township,Pedalcyclist,1,0,34,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),Helmet
North Dakota,5,2016-05-21 16:46:00 UTC,47.99143333,-98.88228889,County Road,Pedestrian,1,1,5,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Maine,1,2016-01-01 01:40:00 UTC,44.62881667,-70.15555833,U.S. Highway,Pedestrian,1,1,21,Female,Pedestrian,Not Reported,Not Reported,None Used
Hawaii,1,2016-01-05 22:49:00 UTC,21.4479,-158.18929444,State Highway,Pedestrian,1,0,57,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Delaware,9,2016-09-07 07:28:00 UTC,39.74828056,-75.57811944,State Highway,Pedestrian,1,0,59,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
North Dakota,11,2016-11-02 14:45:00 UTC,47.41019167,-98.11347222,County Road,Pedalcyclist,1,0,67,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
District of Columbia,8,2016-08-19 02:44:00 UTC,38.90536389,-77.04743889,Local Street – Municipality,Pedestrian,1,0,29,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Hawaii,7,2016-07-27 13:55:00 UTC,20.89147778,-156.50379722,County Road,Curb,1,0,73,Male,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Massachusetts,9,2016-09-03 22:32:00 UTC,42.29283056,-71.09631944,State Highway,Pedestrian,1,1,46,Female,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
Massachusetts,11,2016-11-15 16:48:00 UTC,41.69099722,-71.15884444,State Highway,Pedestrian,1,0,50,Male,Pedestrian,Not Reported,Not Reported,None Used
Hawaii,5,2016-05-26 06:55:00 UTC,21.44689167,-158.18873333,State Highway,Pedestrian,1,0,79,Male,Pedestrian,Not Reported,Not Reported,Not Reported
South Dakota,5,2016-05-22 18:26:00 UTC,43.02901111,-102.54993611,County Road,Pedestrian,1,1,5,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Iowa,12,2016-12-04 19:54:00 UTC,41.60032222,-93.68235278,Local Street – Municipality,Pedestrian,1,0,54,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Idaho,11,2016-11-10 00:03:00 UTC,43.55711389,-116.18176944,Interstate,Pedestrian,1,0,24,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Hawaii,1,2016-01-26 17:32:00 UTC,21.318425,-157.86479444,State Highway,Non-Motorist on Personal Conveyance,1,0,23,Male,Person on Personal Conveyances (Since 2007),Unknown (Police Reported),Unknown (Police Reported),Not Reported
Massachusetts,5,2016-05-31 21:10:00 UTC,42.42537222,-70.98603889,State Highway,Pedestrian,1,0,48,Male,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),None Used
Montana,3,2016-03-24 06:17:00 UTC,45.63441389,-109.2369,County Road,Pedestrian,1,0,86,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
West Virginia,1,2016-01-11 21:20:00 UTC,38.29226111,-80.83238333,U.S. Highway,Pedestrian,1,0,43,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
North Dakota,4,2016-04-20 21:17:00 UTC,46.38927222,-100.58893056,Local Street – Township,Pedestrian,1,0,14,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Hawaii,11,2016-11-18 16:00:00 UTC,21.39259167,-157.73725278,State Highway,Non-Motorist on Personal Conveyance,1,0,96,Male,Person on Personal Conveyances (Since 2007),Not Reported,Not Reported,Not Reported
Delaware,8,2016-08-06 21:33:00 UTC,39.64860556,-75.62174722,U.S. Highway,Pedestrian,1,0,62,Female,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Idaho,8,2016-08-06 01:29:00 UTC,42.96090833,-115.34023889,Interstate,Pedestrian,1,0,23,Male,Pedestrian,Yes (Alcohol Involved),Unknown (Police Reported),Not Reported
New Hampshire,10,2016-10-21 18:00:00 UTC,42.87178889,-71.39991944,Local Street – Municipality,Pedestrian,1,0,96,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Idaho,10,2016-10-08 01:37:00 UTC,47.76616111,-116.79119722,U.S. Highway,Pedestrian,1,0,38,Female,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Maine,7,2016-07-13 22:12:00 UTC,43.41363056,-70.55765,Interstate,Pedestrian,1,0,36,Female,Pedestrian,Not Reported,Not Reported,None Used
New Hampshire,1,2016-01-23 17:45:00 UTC,44.04663889,-71.66571389,State Highway,Pedestrian,1,1,57,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Nebraska,4,2016-04-07 14:49:00 UTC,41.26364444,-96.02390556,Local Street – Municipality,Pedestrian,1,0,24,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Alaska,2,2016-02-12 18:30:00 UTC,61.21723889,-149.84952778,Local Street – Municipality,Pedestrian,1,0,65,Male,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),None Used
Massachusetts,10,2016-10-18 18:42:00 UTC,42.06005833,-71.01538889,State Highway,Pedalcyclist,1,0,14,Male,Bicyclist,Not Reported,Not Reported,Not Reported
Montana,7,2016-07-06 07:55:00 UTC,45.63164444,-108.92371389,Local Street – Township,Pedalcyclist,1,0,58,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Montana,7,2016-07-06 07:55:00 UTC,45.63164444,-108.92371389,Local Street – Township,Pedalcyclist,1,0,58,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),Helmet
Iowa,6,2016-06-01 21:15:00 UTC,40.72397778,-91.21555833,U.S. Highway,Pedalcyclist,1,0,66,Male,Bicyclist,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
Idaho,1,2016-01-23 05:53:00 UTC,42.56388333,-114.61165833,U.S. Highway,Pedestrian,1,0,78,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
West Virginia,12,2016-12-17 01:35:00 UTC,39.29986389,-81.49054167,Interstate,Rollover/Overturn,1,1,52,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Dakota,11,2016-11-04 05:30:00 UTC,46.45865,-97.67893889,State Highway,Pedestrian,1,0,44,Female,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),None Used
Wyoming,5,2016-05-30 16:53:00 UTC,41.1495,-104.74937222,U.S. Highway,Pedalcyclist,1,0,60,Male,Bicyclist,Unknown (Police Reported),Unknown (Police Reported),Helmet
Maine,3,2016-03-31 17:12:00 UTC,44.03833333,-70.11053056,State Highway,Pedalcyclist,1,0,34,Male,Bicyclist,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Iowa,6,2016-06-28 21:59:00 UTC,41.26195278,-95.90208889,U.S. Highway,Pedestrian,1,0,42,Female,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Alaska,9,2016-09-30 23:53:00 UTC,60.89936944,-161.41418333,Local Street – Municipality,Pedestrian,1,1,76,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
West Virginia,7,2016-07-02 21:18:00 UTC,38.53440556,-80.71695278,County Road,Pedestrian,1,0,26,Male,Pedestrian,No (Alcohol Not Involved),Not Reported,None Used
Iowa,6,2016-06-07 07:16:00 UTC,40.74298056,-95.36598333,State Highway,Pedestrian,1,0,14,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
District of Columbia,8,2016-08-18 02:20:00 UTC,38.9096,-77.02398056,Local Street – Municipality,Pedestrian,1,1,44,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Alaska,12,2016-12-23 02:08:00 UTC,62.10649167,-145.67045833,State Highway,Pedestrian,1,0,54,Female,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),Unknown if Used
Hawaii,4,2016-04-24 20:36:00 UTC,21.37384722,-158.13848611,State Highway,Pedestrian,1,1,19,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Rhode Island,1,2016-01-17 03:05:00 UTC,41.88613056,-71.38223889,Local Street – Municipality,Pedestrian,1,1,51,Male,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),None Used
Massachusetts,9,2016-09-24 22:00:00 UTC,42.55811389,-71.49038056,State Highway,Pedalcyclist,1,0,53,Female,Bicyclist,Not Reported,Not Reported,Helmet
Vermont,4,2016-04-22 20:23:00 UTC,43.46821389,-73.07553889,Local Street – Township,Pedestrian,1,0,58,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Hawaii,11,2016-11-02 13:10:00 UTC,19.45390556,-155.8797,State Highway,Pedestrian,1,0,10,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Iowa,4,2016-04-25 17:02:00 UTC,42.98183889,-92.58021667,U.S. Highway,Pedestrian,1,0,21,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
West Virginia,8,2016-08-13 22:50:00 UTC,39.36730556,-78.03102222,U.S. Highway,Pedestrian,1,0,45,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Wyoming,3,2016-03-09 23:30:00 UTC,42.8566,-108.6884,State Highway,Pedestrian,1,0,52,Female,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Montana,3,2016-03-30 21:52:00 UTC,47.49406389,-111.27298889,State Highway,Pedestrian,1,0,64,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Delaware,3,2016-03-11 19:58:00 UTC,39.14448889,-75.51691944,U.S. Highway,Pedestrian,1,0,16,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
Maine,10,2016-10-28 23:55:00 UTC,46.11472222,-70.69277778,Local Street – Municipality,Pedestrian,1,0,24,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Massachusetts,9,2016-09-21 15:00:00 UTC,42.55804722,-71.18193333,State Highway,Pedestrian,2,0,52,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Rhode Island,9,2016-09-18 14:03:00 UTC,41.80661667,-71.40295,State Highway,Pedestrian,1,0,73,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Maine,10,2016-10-19 00:14:00 UTC,44.33442222,-69.70208056,State Highway,Pedestrian,1,0,24,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Idaho,9,2016-09-13 19:14:00 UTC,43.49676111,-112.071625,U.S. Highway,Pedestrian,1,0,67,Male,Pedestrian,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Maine,12,2016-12-18 18:13:00 UTC,43.94466944,-70.54953056,State Highway,Pedestrian,1,1,56,Female,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
Delaware,2,2016-02-29 18:30:00 UTC,39.79326111,-75.46888056,U.S. Highway,Pedestrian,1,0,54,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
District of Columbia,10,2016-10-26 00:14:00 UTC,38.91104722,-76.99838333,Local Street – Municipality,Pedestrian,1,0,62,Male,Pedestrian,Not Reported,Not Reported,None Used
Nebraska,9,2016-09-02 10:25:00 UTC,42.02923333,-97.41922778,Local Street – Municipality,Parked Motor Vehicle (Not In Transport),1,1,78,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
West Virginia,5,2016-05-31 23:07:00 UTC,37.859725,-80.52464167,Interstate,Pedestrian,1,0,45,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Rhode Island,3,2016-03-17 13:38:00 UTC,41.80125,-71.43257222,Local Street – Municipality,Curb,1,1,77,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Idaho,6,2016-06-27 22:15:00 UTC,43.46803056,-111.99326944,Local Street – Municipality,Pedestrian,1,0,67,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
West Virginia,8,2016-08-18 21:03:00 UTC,37.64199167,-81.77319722,County Road,Pedestrian,1,0,35,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
Delaware,9,2016-09-12 20:28:00 UTC,39.20458056,-75.56231944,U.S. Highway,Pedestrian,1,0,41,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Lighting
Delaware,9,2016-09-12 20:28:00 UTC,39.20458056,-75.56231944,U.S. Highway,Pedestrian,1,0,41,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,"Reflective Clothing (Jacket, Backpack, etc.)"
New Hampshire,3,2016-03-27 14:35:00 UTC,44.39578056,-71.02348333,Local Street – Municipality,Pedestrian,1,0,65,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Hawaii,12,2016-12-05 18:45:00 UTC,21.33306944,-157.69770278,State Highway,Pedestrian,1,1,0,Male,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Hawaii,12,2016-12-05 18:45:00 UTC,21.33306944,-157.69770278,State Highway,Pedestrian,1,1,0,Male,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Hawaii,12,2016-12-05 18:45:00 UTC,21.33306944,-157.69770278,State Highway,Pedestrian,1,1,0,Male,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Iowa,7,2016-07-11 22:38:00 UTC,41.62428056,-91.56025,County Road,Pedestrian,1,0,16,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Iowa,7,2016-07-11 22:38:00 UTC,41.62428056,-91.56025,County Road,Pedestrian,1,0,16,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
New Hampshire,9,2016-09-11 14:59:00 UTC,43.09749722,-71.46555556,Local Street – Municipality,Pedestrian,1,0,16,Female,Pedestrian,Not Reported,Not Reported,None Used
Hawaii,4,2016-04-09 22:30:00 UTC,21.99253889,-159.34394444,State Highway,Pedestrian,1,0,48,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Alaska,11,2016-11-13 17:44:00 UTC,61.14103056,-149.95176111,Local Street – Municipality,Pedestrian,1,0,10,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Iowa,7,2016-07-24 06:39:00 UTC,41.04370556,-95.84537778,U.S. Highway,Pedalcyclist,1,0,72,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),Helmet
New Hampshire,5,2016-05-13 21:37:00 UTC,43.41808056,-71.20365556,State Highway,Pedestrian,1,0,25,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
Montana,2,2016-02-08 18:11:00 UTC,45.42791667,-108.53613056,County Road,Pedestrian,1,0,44,Male,Pedestrian,Yes (Alcohol Involved),Unknown (Police Reported),None Used
Rhode Island,5,2016-05-02 00:49:00 UTC,41.945325,-71.39868333,Local Street – Municipality,Pedestrian,1,0,18,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Delaware,10,2016-10-29 20:06:00 UTC,38.72516944,-75.61513056,Local Street – Municipality,Pedestrian,1,0,72,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Maine,5,2016-05-17 20:36:00 UTC,43.66364167,-70.285275,Local Street – Municipality,Pedestrian,1,0,52,Male,Pedestrian,Not Reported,Not Reported,None Used
Delaware,11,2016-11-13 18:22:00 UTC,39.73376111,-75.63831111,State Highway,Pedestrian,1,0,42,Female,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
Iowa,12,2016-12-13 17:24:00 UTC,43.04116389,-91.39125833,U.S. Highway,Pedestrian,1,0,35,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Iowa,4,2016-04-22 18:42:00 UTC,42.12302222,-94.73363889,County Road,Pedalcyclist,1,0,60,Female,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Delaware,11,2016-11-14 20:17:00 UTC,39.81965,-75.54781944,U.S. Highway,Pedestrian,1,0,37,Female,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
West Virginia,4,2016-04-06 22:50:00 UTC,38.22925,-81.58560556,State Highway,Pedestrian,1,0,50,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
Massachusetts,9,2016-09-01 15:58:00 UTC,42.16188611,-71.48298333,State Highway,Pedestrian,1,0,64,Female,Pedestrian,Not Reported,Not Reported,None Used
New Hampshire,11,2016-11-28 17:41:00 UTC,42.99355556,-71.45733889,Local Street – Municipality,Pedestrian,1,0,75,Male,Pedestrian,Not Reported,Not Reported,None Used
Massachusetts,1,2016-01-20 19:48:00 UTC,42.29805556,-71.42234722,State Highway,Pedestrian,1,1,24,Male,Pedestrian,Not Reported,Not Reported,None Used
Maine,2,2016-02-27 03:43:00 UTC,44.69616944,-70.60106111,State Highway,Pedestrian,1,1,26,Female,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Delaware,1,2016-01-31 18:10:00 UTC,39.7939,-75.46816944,U.S. Highway,Pedestrian,1,0,60,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Delaware,5,2016-05-16 19:34:00 UTC,39.75653056,-75.55248889,Interstate,Pedestrian,1,0,36,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),"Reflective Clothing (Jacket, Backpack, etc.)"
Massachusetts,12,2016-12-03 07:40:00 UTC,42.46738611,-70.91546111,State Highway,Pedestrian,1,0,73,Male,Pedestrian,Not Reported,Not Reported,None Used
Iowa,10,2016-10-02 20:56:00 UTC,41.68885278,-91.63503056,U.S. Highway,Pedestrian,1,0,25,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
New Hampshire,1,2016-01-08 20:46:00 UTC,42.98501667,-71.46281389,Local Street – Municipality,Pedestrian,1,0,26,Female,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
Massachusetts,12,2016-12-25 18:26:00 UTC,42.42885278,-71.01676944,State Highway,Pedestrian,1,0,70,Male,Pedestrian,Not Reported,Not Reported,None Used
District of Columbia,6,2016-06-23 01:10:00 UTC,38.92011111,-76.9271,Local Street – Municipality,Pedalcyclist,1,0,23,Male,Bicyclist,Not Reported,Unknown (Police Reported),None Used
Iowa,9,2016-09-11 01:20:00 UTC,41.52236111,-90.60622222,Local Street – Municipality,Pedestrian,1,1,28,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
Hawaii,8,2016-08-06 15:44:00 UTC,21.38363611,-157.92606944,County Road,"Other Post, Other Pole, or Other Support",1,0,42,Male,Pedestrian,Not Reported,Not Reported,Not Reported
West Virginia,9,2016-09-15 17:26:00 UTC,38.41928889,-82.4179,Local Street – Municipality,Pedestrian,1,0,61,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Iowa,5,2016-05-04 15:30:00 UTC,41.62173889,-93.69774444,U.S. Highway,Pedestrian,1,0,80,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
